tract_fips10,stores,restaurants,bank_count,civsoc_orgs,religious_orgs,doctors,grocery_stores,libraries,he_green,he_walk,stops_per_capita,ed_prxhqece,ed_teachxp,job_density_2013,se_jobprox,high_skill_jobs,jobs_highpay_5mi_2015
39049008720,9,3,3,2,4,4,12,0,55.299999,12.894307,4.1949016,2.0423093,19.008673,1535.9418,6.3407183,334,101488
39049008730,13,2,0,2,3,0,0,0,53.799999,12.772454,9.6200096,2.1298723,20.885126,2071.1111,10.488246,1160,104465
39049008811,3,0,0,2,16,0,1,0,44.5,10.21816,4.8387097,1.6469051,22.89698,903.32178,3.787879,132,97097
39049008812,12,0,0,3,19,0,3,0,44,11.358962,10.514866,1.8045739,32.66283,778.11829,3.6752138,138,61706
39049008813,1,1,0,3,2,1,0,0,55.5,12.870271,5.6967572,1.5797687,35.254673,38.007862,3.192585,12,59231
39049008821,3,2,0,1,6,3,1,0,38,12.97058,6.284658,1.6886531,13.335138,1233.7828,0,438,101014
39049008822,21,11,5,3,11,8,8,1,29.5,13.993954,6.5998533,0.92278123,14.411442,2438.1338,4.1641521,2914,58685
39049008825,0,0,0,0,18,2,1,0,28.9,7.2959943,0.95087163,1.0126619,14.888318,76.696159,0.5032351,52,35615
39049009210,26,4,5,3,2,8,2,0,53.799999,14.20851,4.9409237,2.2886889,18.212284,3356.1475,1.7454545,4694,59387
39049009311,6,3,0,3,1,0,2,0,30.299999,11.805225,0.71428571,2.0429571,24.414864,701.39966,10.61008,331,36851
39049009312,1,1,0,2,3,2,0,0,33.900002,10.459137,1.083815,1.6655985,25.617332,162.25166,3.0534351,116,36111
39049009321,5,0,1,1,0,0,2,0,42.799999,12.358106,1.9900498,2.1997511,39.739986,536.26941,2.4955437,53,49020
39049009322,5,4,1,0,8,1,3,0,42.900002,12.014999,2.9638411,1.9629077,35.40279,301.72415,6.9807038,133,38599
39049009323,2,3,0,0,1,5,1,0,46,12.169589,2.0184544,2.0481229,46.624454,741.78406,5.8894234,86,43119
39049009325,61,15,5,0,10,9,5,0,47,14.600622,5.4774946,2.0080113,23.050003,2085.4146,6.236403,1355,35700
39049009326,2,1,0,0,3,1,0,0,23.9,13.833,2.2883295,1.9040231,31.131647,866.19714,0,124,27568
39049009331,3,2,0,0,1,1,2,2,56.599998,14.333,6.743738,2.4006188,30.93861,762.33185,7.2139301,88,74263
39049009332,4,4,0,3,7,0,1,0,41.5,6.5909333,0.3471017,2.2208097,21.009069,241.4734,2.6360543,121,108162
39049009333,2,1,0,2,6,3,2,0,47.700001,12.481707,1.2992638,2.298049,19.064669,990.099,5.7747831,429,71193
39049009334,8,3,0,2,11,0,2,0,40.700001,12.323091,1.6605779,2.1685116,26.518784,567.66254,9.6260939,51,48972
39049009336,4,1,0,2,2,0,0,0,33.700001,5.5986238,0,2.0794415,19.822975,218.84499,2.001291,51,97402
39049009337,8,3,0,1,5,1,3,0,34.799999,10.024698,2.7707809,2.0927048,17.594063,746.0733,2.59887,173,41775
39049009361,5,8,0,2,11,46,1,0,25.9,10.400991,2.4928775,1.9128561,24.636112,1408.3507,0.61430454,3366,35342
39049009362,9,5,0,2,15,45,7,0,34.700001,12.551591,2.1328458,1.8644378,19.682331,833.43695,1.2991573,1083,33691
39049009371,16,12,4,2,6,12,9,0,39,13.322402,3.2662885,1.7123209,26.014334,2014.2643,6.247889,1182,32623
39049009372,10,0,0,4,4,0,2,0,37.400002,6.7050338,0,1.5059884,30.090942,165.30849,3.4848485,11,25891
39049009373,4,4,0,1,7,1,2,0,27,11.086639,1.8829437,1.4041033,20.804497,169.00247,5.5510859,179,22114
39049009374,29,13,0,2,11,4,4,0,50.400002,12.448561,1.5321155,0.95215547,10.065804,1876.8925,2.9130633,1063,21706
39049009381,9,9,3,1,7,6,7,0,32.200001,13.069405,0.89349535,1.5727429,17.060917,1038.3333,3.0740275,409,33273
39049009390,23,8,2,2,7,5,1,0,23.299999,7.9559269,1.9786308,1.3073776,19.652224,207.93651,2.8926816,209,23205
39049009410,2,2,0,1,1,0,1,0,37,12.351616,1.0344828,1.4228945,11.096714,491.96786,3.4134989,182,22254
39049009420,9,3,1,2,9,3,9,0,27,12.64205,1.2653651,1.4856465,8.1915731,431.72952,3.4860153,222,21585
39049009430,17,6,1,4,14,4,8,2,21.4,7.5559855,2.2714367,1.617757,16.674358,381.47906,2.1302347,620,21972
39049009450,27,12,8,9,15,12,5,1,18.799999,9.0607538,0,0.33572766,10.713861,432.44949,4.0093837,942,4229
39049009495,12,6,0,1,13,6,4,1,23.1,11.382355,8.5751979,0.93505472,23.820417,871.9342,1.6074038,859,20318
39049009520,5,1,0,1,5,1,2,0,38.599998,11.138126,0.67919402,0.86909026,18.529697,841.9552,0.15113351,173,23911
39049009590,14,3,0,5,16,0,1,0,13.2,5.8988371,1.3516123,0.50295967,13.725219,344.76199,4.7269387,476,14555
39049009740,47,18,4,4,16,15,6,0,13,5.7785573,0.29259015,-1.8235081,21.59951,251.31441,4.0938592,894,11835
39049009752,5,3,0,0,9,0,1,0,18.9,6.1669998,0,-0.75764817,15.581453,533.50348,2.2803116,243,12045
39049009800,13,7,0,2,11,0,4,2,1.9,4.3507533,0,-13.815511,25.52343,10.890424,3.2365396,231,3376
39049009900,9,8,1,0,4,4,3,0,59.599998,14.333,1.5037594,1.7575486,22.169441,5512.5674,2.4201355,3653,70632
39049010000,11,6,1,0,8,5,2,0,9.5,9.6586447,0,1.0377774,8.70084,101.35635,1.7025378,222,48039
39049010100,105,35,14,4,8,16,7,0,40.200001,9.5,35.580524,2.4283192,22.858274,9392.5898,4.0435457,13120,56989
39049010200,22,9,4,3,12,8,9,1,14.3,6.506175,0.68608495,0.8001821,15.847795,158.96559,1.6789304,495,14188
39049010300,8,0,0,1,6,0,0,0,27.6,10,3.1141869,-6.3421216,17.290995,535.76624,1.2562814,350,9798
39049010601,3,1,0,1,2,5,2,0,23.4,5.9598331,0,-1.1039456,6.8776226,127.40214,1.5895443,106,28765
39049010602,8,7,0,3,5,16,3,0,34.400002,10.651567,0.99262621,-0.8248409,6.6758566,606.72516,2.3270056,417,30687
39049010700,5,2,2,1,1,0,3,0,27.6,13.333,5.9656972,2.3286877,20.583584,1074.3495,6.045949,300,72152
42101000100,55,87,12,13,16,26,22,3,82.199997,17.69664,13.823437,3.3447137,26.935808,59761.027,6.6620879,11697,293914
42101000200,21,84,4,5,8,59,36,0,94.599998,19.667,11.448482,3.3855195,29.315317,93331.078,11.792087,11824,311803
42101000300,13,26,1,18,24,49,7,5,82.300003,18.201672,10.259333,3.4038701,17.800457,110198.12,4.2649274,18704,312225
42101000401,7,10,8,5,6,10,7,1,84.400002,18.5,7.8705728,3.3557351,17.465122,133807.23,11.670161,11250,309487
42101000402,67,50,53,34,8,46,21,1,85.599998,17.177561,11.254551,3.3714252,19.064869,521752.16,4.5045042,49385,309846
42101000500,95,75,17,12,6,61,52,5,92.5,19.667,22.789426,3.379282,24.751345,127469.88,11.525424,18424,302782
42101000600,125,46,6,14,3,181,16,5,92.900002,17,12.140575,3.3322046,9.2273989,196686.56,5.8321481,13339,302597
42101000700,116,106,11,5,14,94,17,1,88.199997,18.60779,10.943396,3.3336132,17.614664,114715.79,9.5635118,5323,308096
42101000801,2,4,0,1,2,2,1,0,79.199997,18,1.7513135,3.2958369,16.935484,4897.436,9.4384708,114,306925
42101000803,19,19,4,8,6,37,5,0,76.099998,17.422434,2.9891304,3.328542,17.212475,26661.018,3.9354839,348,307833
42101000804,51,38,5,21,7,145,14,2,85.800003,18.357786,3.7220844,3.3459787,23.639738,166892.86,7.1910114,6170,308270
42101000901,28,59,2,28,2,26,8,4,94.5,18.625,4.7120419,3.3322046,20.147058,48560.973,2.1209741,925,299494
42101000902,13,18,3,5,2,135,5,1,87.199997,17.553926,5.0697085,3.3153973,6.381536,145316.67,12.575889,6346,298928
42101001001,14,8,4,9,4,64,3,1,69.599998,18.857477,6.6889632,3.2583256,8.4349689,68269.664,5.8049536,3592,297468
42101001002,23,45,6,7,10,30,9,1,67.900002,17.833805,9.3627303,3.2279634,10.204082,33175.824,10.098665,3927,298867
42101001101,14,27,1,3,6,13,5,2,86.300003,16.631466,4.482869,3.2975783,20.041788,8895.5225,8.3790522,327,299180
42101001102,11,6,0,5,2,95,2,0,82.199997,16.068913,6.8465566,3.2790296,7.0810533,43050.633,10.217113,3286,298554
42101001201,11,11,1,6,3,25,4,1,70.099998,16.708391,3.5753575,3.2976246,16.906754,4785.7144,6.2474647,297,304343
42101001202,22,13,6,10,5,39,11,1,89.199997,17.337318,4.1584158,3.3023663,26.029068,42773.109,8.3582087,2766,294179
42101001300,16,18,0,1,9,3,6,0,75,16.200933,6.4659154,3.256464,16.792215,1626.3346,7.5992122,98,302863
42101001400,10,17,3,4,11,14,4,0,82,15.319395,4.3181818,3.2702646,23.267244,3565.5737,8.1898203,283,292969
42101001500,27,29,0,1,7,19,13,0,84,17.935549,8.0262678,3.2718334,12.173498,5217.3911,14.003388,173,293193
42101001600,70,48,0,3,1,16,9,0,88.800003,16.861658,4.4444444,3.2188759,10.299094,13736.843,6.9320521,373,294009
42101001700,10,19,0,2,4,8,4,0,83.300003,17.264992,2.373686,3.2188759,11.152562,2581.3953,5.1188302,208,292923
42101001800,7,18,2,1,5,9,6,1,88,18.32917,4.290311,3.2571805,15.652531,6074.4683,6.3409567,261,291668
42101001900,9,11,0,7,8,5,4,0,82.900002,17.460785,8.7209302,3.2555945,31.331566,4834.6455,4.3026004,219,290731
42101002000,6,1,0,0,9,0,3,1,78.099998,14.297057,4.4994376,3.2620676,17.93025,1419.6428,11.911111,29,293338
42101002100,3,9,0,3,15,1,2,0,80.199997,14.756204,7.7390824,3.242069,15.13381,1347.826,18.566494,60,291902
42101002200,7,3,0,0,7,0,14,0,84.5,15.99198,6.5261044,3.2288032,25.85041,3397.7273,12.452253,285,288363
42101002300,6,15,1,2,7,5,4,0,88.099998,17.466167,4.0584416,3.2063882,13.00516,3939.0242,9.6428576,209,290536
42101002400,31,49,0,4,7,16,44,2,92.400002,18.496832,8.8158208,3.2275481,13.978945,7077.2944,10.08618,727,290398
42101002500,7,11,0,0,4,8,13,0,79.099998,17.280088,6.1659193,3.2188759,12.059055,2577.9221,5.5208335,212,292469
42101002701,2,0,1,1,7,3,8,0,79.5,12.905593,1.0484928,3.2188759,11.368258,1160.9196,11.880688,118,283716
42101002702,1,8,1,4,6,6,7,0,81,16.472431,6.2930776,3.2188759,10.909776,3232.3943,5.5959964,154,283310
42101002801,6,10,0,2,6,3,16,0,91.300003,15.963339,2.5400051,3.2068033,11.004774,2755.814,10.973452,150,284196
42101002802,29,30,2,2,5,3,22,0,95.400002,15.260231,5.4621849,3.1870489,12.227352,4321.4287,8.4642515,239,283293
42101002900,16,13,2,1,9,52,10,1,92.800003,17.23794,4.6557216,3.1811419,12.87518,5000,11.663285,482,282500
42101003001,2,9,0,2,3,0,10,0,91.699997,14.746664,3.3710571,3.2023644,12.614958,2632.1841,10.854403,106,280330
42101003002,5,2,0,1,2,2,9,0,83.599998,14.48425,4.0322581,3.1978331,16.662985,2306.8181,15.218952,97,286660
42101003100,6,6,1,1,20,2,11,0,80.900002,14.679288,6.3413289,3.2045417,16.625349,594.77124,10.166667,84,281628
42101003200,5,3,0,1,10,1,6,0,77.900002,14.065287,3.2467532,3.2421455,25.573481,1273.6842,15.166163,124,285710
42101003300,7,2,0,1,11,1,11,0,74.300003,14.27873,6.2812047,3.2706668,30.850342,3529.2683,9.6034403,246,293874
42101003600,2,5,0,1,5,0,8,0,73.800003,14.810505,2.5846472,3.2070518,26.547153,1051.0752,15.765141,307,279995
42101003701,3,4,0,1,5,1,9,0,87.199997,14.956709,2.6934012,3.1787088,19.158249,1328.4672,17.32852,189,282493
42101003702,5,6,2,2,7,2,13,0,91.599998,17.409132,6.773399,3.1780539,16.765152,8729.167,6.7941957,162,280795
42101003800,23,12,4,0,6,21,10,1,84,14.553879,12.268266,3.1672635,13.671235,4453.6816,2.4570024,355,281099
42101003901,20,21,0,4,7,22,18,0,92.099998,17.020947,4.5209275,3.1869817,13.359442,7555.5557,7.0736432,857,279513
42101003902,6,8,0,1,2,6,7,0,80.900002,15.168262,4.4922188,3.1420305,14.270865,3560,6.4367814,739,280743
42101004001,18,17,7,2,6,15,12,0,92.599998,16.430519,4.9640109,3.1932249,8.0435772,7459.0161,4.1686406,330,281798
42101004002,14,9,3,0,4,57,8,1,91.300003,16.01825,4.5693397,3.2140212,17.856606,10586.466,3.1263959,1333,279901
42101004101,5,6,2,1,6,4,22,0,79.099998,15.235887,3.8800705,3.1788452,7.1819663,2784.7224,8.8551855,272,281558
42101004102,5,6,0,0,5,5,20,0,79,17.324738,2.344232,3.1872337,16.777676,1178.808,14.840047,51,277717
42101004201,5,4,0,2,1,6,10,1,82.5,13.755395,3.3732501,3.205143,4.2432723,1085.7142,2.8018942,80,279146
42101004202,4,4,0,1,3,5,6,0,82.099998,15.560001,2.7418723,3.1807356,3.3795171,9588.5713,8.036952,489,279062
42101005400,2,0,0,0,2,1,1,0,9.6999998,10.667,5.5096419,2.3025851,14.401155,119.21458,5.5706525,84,57676
42101005500,5,1,0,1,9,1,2,1,46.299999,14.963345,4.4560541,2.6543748,17.506964,829.26831,13.122761,192,120664
42101005600,8,1,2,0,1,0,1,0,35.799999,14.333,10.385757,2.4846447,8.8220491,1370.3704,21.830986,77,104493
42101006000,7,3,0,2,11,11,9,0,61.700001,15.490911,5.8419244,2.8927474,18.582235,1353.9192,18.072289,363,211821
42101006100,2,2,0,1,3,0,4,0,63.700001,14.561516,4.156276,3.1100805,15.330631,815.534,16.827696,38,248479
42101006200,5,7,0,1,4,1,7,0,83.599998,13.712984,4.4747496,3.0956814,16.032675,1284.264,30.794886,187,251669
42101006300,1,6,1,2,18,2,18,1,71.599998,15.700811,6.539367,3.0468969,18.529192,1176.7441,21.119999,173,246670
42101006400,1,0,0,0,9,1,8,0,56.700001,15.585166,5.0691244,3.0349398,20.834145,1180.7229,23.19688,154,247281
42101006500,6,3,0,0,10,3,3,1,37.5,12.990192,4.8574446,3.2957475,30.596178,282.0513,25.448719,137,270129
42101006600,34,11,2,4,4,2,25,0,76.800003,15.204432,6.6085118,3.1686788,14.498061,2143.4265,19.458897,170,262495
42101006700,3,3,0,2,10,4,10,0,66.5,14.045031,6.266786,3.1362467,16.479296,813.95349,19.255928,174,265157
42101006900,1,5,0,0,2,0,6,0,43.400002,12.442226,2.8985507,3.2358353,14.94847,1540.441,13.548388,164,276121
42101007000,2,4,0,1,5,0,7,0,83.5,15.383307,3.4623218,3.2822227,32.635517,2077.3481,17.825022,260,283666
42101007101,3,5,0,0,8,3,7,0,81.800003,16.354279,5.7568574,3.3294697,37.175285,3765.3062,9.6433287,271,280641
42101007102,5,3,0,2,10,1,8,0,83.599998,13.787019,1.8618122,3.353843,38.460445,540.37268,19.399401,126,278212
42101007200,6,6,0,3,8,2,8,0,76,14.119732,3.1305903,3.3674796,36.219551,2520.6184,6.0407567,113,271142
42101007300,2,5,0,0,15,3,4,0,78.099998,13.485723,2.9135643,3.3608117,37.782986,510.06711,7.5085325,65,288212
42101007400,4,8,0,3,16,3,7,1,72.300003,14.605893,8.3872514,3.3464091,34.34309,969.34863,8.089098,157,286623
42101007700,4,4,0,1,2,1,2,0,56.400002,15.833,7.1548822,3.438153,11.564871,30532.258,9.5823097,3697,302628
42101007800,7,16,0,4,12,3,13,0,67,15.659328,6.097561,3.40979,23.538446,2466.6665,15.361953,394,287308
42101007900,2,2,0,4,7,8,5,0,68.800003,14.581629,3.1665611,3.4002805,12.585551,1458.9042,9.5873785,70,291489
42101008000,8,8,1,1,7,16,7,0,71.900002,14.509402,2.8417164,3.3544395,26.446749,6301.2051,16.526611,1229,279834
42101008101,1,1,0,0,3,0,6,0,79.900002,14.940989,4.7909408,3.3731689,32.498348,1436.1703,22.748814,115,272773
42101008102,5,3,0,3,7,0,6,0,80.699997,12.983895,1.1709602,3.3582716,31.246923,392.85715,22.559652,105,277540
42101008200,4,5,0,2,20,3,6,1,59.700001,13.29789,1.789549,3.3007569,23.701946,308.41119,30.449018,129,255296
42101008301,2,2,0,4,10,1,3,0,57.799999,14.421887,4.3558001,3.1764214,23.430849,2517.7666,23.63077,487,250611
42101008302,15,10,0,2,15,3,16,0,76.400002,15.933997,5.8726803,3.2800777,30.175329,1207.317,24.721735,180,255079
42101008400,4,5,0,1,20,7,8,0,81.400002,14.782568,6.205158,3.3128865,29.990622,3561.8555,8.8016253,421,278322
42101008500,39,14,3,2,21,10,16,1,76.900002,14.629499,5.4969544,3.3623979,20.371399,2587.5,13.772895,231,285504
42101008601,8,7,0,1,7,3,3,1,74.5,16.132776,4.778157,3.4305897,9.3865337,3309.2783,7.0104284,232,294550
42101008602,4,1,0,1,6,0,4,0,84.099998,15.894172,8.1993062,3.4172282,10.002255,3629.3704,12.611879,329,293406
42101008701,2,14,0,0,1,6,7,0,74.900002,14.81995,1.8102824,3.4666395,8.5946159,4300,8.4542065,97,306878
42101008702,2,9,0,0,3,4,6,0,74.699997,16.553913,5.2742616,3.4224913,8.4929972,5963.3027,6.199461,574,307008
42101008801,0,13,0,4,9,16,1,1,80.400002,16.333,7.3691968,3.4011974,9.0719929,16098.591,1.2681159,576,308048
42101008802,14,24,4,10,7,4,6,3,73.900002,13.243048,2.7037988,3.3785121,6.6409521,10350.994,2.1978023,1327,306422
42101009000,2,5,1,9,1,17,4,0,69.5,16.640337,4.5798487,3.4439671,14.553762,5380.9526,11.046512,340,312774
42101009100,5,6,3,1,10,26,1,1,74,17.313465,9.6364433,3.3795276,18.508045,21664.633,9.3069305,12945,301499
42101009200,6,1,0,1,8,2,2,0,60.900002,13.718903,5.6802045,3.4314415,8.1227798,1328.2828,16.711349,212,304331
42101009300,8,10,0,2,3,1,18,0,70.900002,13.892147,4.0355125,3.392519,26.038919,703.22583,17.686171,62,291173
42101009400,4,1,3,0,10,1,10,0,72.900002,13.689984,3.7248572,3.3397021,38.349014,992.9577,10.911925,179,282017
42101009500,5,3,0,1,5,1,9,0,77.599998,14.333544,3.7111048,3.2296598,41.125881,1000,22.162161,138,276842
42101009600,6,7,0,1,11,2,11,0,74.800003,13.606206,4.3698252,3.1110649,34.923744,858.97437,26.554893,83,253879
42101009801,6,11,0,1,10,8,11,1,71.300003,17.257071,7.6164875,2.8058279,14.614333,5443.478,13.059033,251,107903
42101009802,18,6,2,4,5,3,5,0,58.700001,14.756802,3.5714286,2.8269596,12.847898,1690.678,19.545767,113,106660
42101010000,7,8,2,5,11,2,9,0,74,14.34304,2.9761905,3.0307665,11.012935,3072.9167,16.830601,309,197005
42101010100,9,11,0,1,14,3,19,0,71.699997,13.961375,5.9926542,3.1296175,23.262815,724.13794,34.405144,82,248243
42101010200,4,1,0,0,9,4,7,1,70.699997,14.357593,4.0788579,3.3488224,41.918892,1726.6188,19.282051,119,286806
42101010300,3,1,0,1,7,0,3,0,69.400002,13.463102,4.7942469,3.4001813,36.318302,678.89911,23.314608,63,289815
42101010400,1,1,0,2,3,44,5,0,64.099998,15.247251,3.7998733,3.4061294,15.768837,3741.7583,36.126225,780,292459
42101010500,4,11,0,1,6,1,2,0,65.300003,17.034187,11.037528,3.394664,12.958747,4066.929,25.651302,859,295125
42101010600,7,9,0,0,12,1,8,0,66.900002,15.799619,9.9220411,3.3966687,10.734828,1539.2157,14.177216,90,300996
42101010700,9,8,1,2,20,3,11,0,69.699997,16.433233,5.8910162,3.4299269,18.853868,1275.2809,11.393806,220,294270
42101010800,2,2,0,2,23,0,3,0,66.599998,14.197413,8.7006961,3.434185,18.936304,477.87613,26.920315,117,308389
42101010900,2,0,0,0,3,0,3,1,72.400002,14.795554,6.088993,3.4657359,19.151487,2250,14.730538,198,308613
42101011000,2,2,0,1,14,5,9,0,67.800003,13.823539,6.6512435,3.4436257,43.362434,1032.7869,17.145422,171,284303
42101011100,15,14,2,5,24,8,12,0,61.299999,16.006678,12.614679,3.4123297,36.053829,4247.0122,20.07435,1068,280729
42101011200,0,5,0,1,16,2,19,0,69.300003,13.599754,2.9373967,3.3052409,34.572002,1381.4432,18.089888,246,274340
42101011300,2,2,0,2,2,0,3,0,73.199997,13.49394,5.5788006,3.289546,22.900179,2480.6204,20.478327,120,262422
42101011400,7,7,2,2,27,2,6,0,60.5,13.525191,4.7443332,3.1115477,15.637668,1691.4894,16.37392,269,234363
42101011500,4,2,0,0,2,3,4,0,73,14.137506,4.0160643,3.0184486,13.274837,881.11884,16.086548,86,196295
42101011700,4,1,0,1,8,0,2,1,37.099998,13.333,7.7352815,3.1469817,25,5687.7471,12.424242,1814,208523
42101011800,5,3,0,4,11,2,3,0,69.400002,13.071824,3.6244391,3.2854211,24.641464,453.25781,21.617163,80,254388
42101011900,5,7,0,2,24,4,8,0,57.099998,13.389226,3.7537538,3.3943391,27.555002,876.40454,19.927755,333,272266
42101012000,5,3,0,4,8,10,1,1,33.799999,16.54586,8.719346,3.256501,24.4944,1728.4484,11.881188,196,248833
42101012100,7,10,2,2,4,6,2,1,29.6,13.234949,5.6347365,3.3220453,24.259254,3353.9824,12.954333,1124,263345
42101012201,2,4,0,0,0,4,4,0,47.700001,11.118612,3.4626039,3.3672957,12.837891,1931.9728,10.590137,290,276659
42101012203,1,3,0,3,0,8,0,0,60.5,13.667,3.1372549,3.3322046,11.069997,6459.7705,14.655172,239,257600
42101012204,8,12,3,4,4,41,4,0,47.900002,14.161808,8.9011664,3.368191,24.13426,9564.0244,17.165005,2879,276790
42101012500,13,18,4,4,9,36,8,6,65,17.129467,10.714286,3.4430623,11.063536,33856.289,5.2702703,6350,313305
42101013100,1,0,0,6,9,0,4,0,70.300003,17.248205,5.4384772,3.4225311,31.924007,1274.1936,7.121212,143,302523
42101013200,3,6,0,2,10,1,5,0,76.900002,16.5,8.6013463,3.43887,38.614525,3424.2422,13.636364,536,304316
42101013300,5,21,2,5,14,4,6,0,83.699997,16.942411,8.8828152,3.4838068,25.887636,33630.438,8.1345568,1455,301108
42101013401,5,14,2,6,5,22,3,0,81.900002,17.538692,4.2625746,3.4681368,15.053763,8507.9365,6.1068702,253,307517
42101013402,6,6,1,0,7,3,5,0,78.5,15.900524,4.6511628,3.4783173,10.294588,6043.478,12.93723,163,297676
42101013500,2,4,0,3,3,3,5,0,73.599998,14.968497,3.5874439,3.5061719,21.750132,2141.0256,6.3610849,226,302058
42101013601,1,7,0,3,1,9,0,0,87.400002,17.066414,7.4738416,3.4799883,15.422307,7800.0005,12.166003,556,303005
42101013602,3,4,0,1,4,3,3,0,88.5,12.424639,2.7314941,3.4965076,20.796661,1087.9121,10.922113,82,303856
42101013700,9,11,1,1,9,2,11,0,76.400002,13.833519,5.4794521,3.4963131,21.371563,1223.6842,7.150259,244,300384
42101013800,4,5,0,0,7,1,4,0,73.099998,15.645745,2.9615005,3.4965076,22.831556,1250,19.025875,103,303982
42101013900,1,3,0,2,11,0,4,0,65.300003,14.359451,6.0186578,3.5030453,36.27454,3539.1707,20.200752,685,301732
42101014000,4,3,0,5,20,9,7,0,72.099998,15.043843,10.97561,3.525666,41.885895,3335.2942,9.2805758,656,304479
42101014100,10,6,1,2,9,2,10,0,73.800003,17.126919,13.353878,3.4489861,36.726246,4451.6133,8.9179544,1101,305782
42101014200,22,33,5,7,4,7,7,0,57.700001,18.055973,7.0921986,3.4090941,37.610394,10478.688,7.2535439,1859,295026
42101014300,5,14,2,1,3,6,7,0,52.900002,17.205193,8.1855389,3.3788462,24.793285,4150,10.357471,500,297107
42101014400,10,11,0,2,8,3,11,0,80.5,17.246506,6.6645509,3.4211874,25.101341,4293.6172,5.2057514,456,305098
42101014500,0,1,0,0,5,1,3,0,68.5,16.497786,9.9812851,3.465795,22.890299,4548.3872,13.404255,481,306446
42101014600,6,4,4,2,9,4,2,0,73.300003,15.377643,6.6889632,3.4965076,40.670216,2552.3254,6.0109291,230,304895
42101014700,10,6,0,3,10,2,8,0,74.599998,15.755608,5.8713638,3.5402031,52.197701,6415.3848,23.902895,525,303970
42101014800,4,0,0,0,6,0,6,0,66.300003,15.167,19.178082,3.5039368,65.546219,445.94595,9.5588236,45,298884
42101014900,3,5,1,1,16,2,7,2,72.400002,14.435276,9.6663548,3.4935749,24.326366,731.42859,21.297297,164,300049
42101015101,1,1,0,1,8,0,0,0,74.900002,14.097528,2.582867,3.4657359,12.747629,173.33333,22.359156,73,300726
42101015102,4,6,0,1,10,2,4,0,69.300003,14.239617,5.7142857,3.4842966,15.306176,1697.6744,25.318066,237,298278
42101015200,2,4,0,0,12,6,7,0,72.099998,14.579951,1.5913431,3.4974182,55.483322,2220.9304,22.25633,625,298022
42101015300,8,2,0,2,10,0,6,0,72.400002,13.447265,3.5714286,3.5363722,50.139015,1320.442,8,221,300602
42101015600,1,2,0,0,5,2,5,0,81.300003,16.949261,7.5921909,3.4657359,17.619556,2921.6868,15.800001,44,305213
42101015700,4,11,0,1,7,1,9,0,85.599998,15.631577,7.5,3.4371028,15.932502,3887.7004,8.2429495,276,296694
42101015800,13,17,1,4,7,7,6,1,80.300003,14.668328,4.1049438,3.3929615,13.178402,2522.3213,14.730353,402,299993
42101016000,7,16,4,2,7,5,7,0,84.5,16.777044,7.4385965,3.353174,11.870856,2640.2878,9.5657272,211,294452
42101016100,27,16,0,1,15,6,14,0,84.5,16.300106,8.1397657,3.3947959,12.163239,2853.4797,8.3015995,400,293791
42101016200,3,6,0,0,12,0,8,1,75.599998,17.15147,12.820513,3.4840868,17.605783,4787.2339,12.676056,236,300876
42101016300,3,5,0,0,12,19,11,0,83,16.361916,5.7979017,3.427978,15.737528,8429.8643,17.8934,1580,303076
42101016400,14,11,1,1,9,3,9,0,79.599998,14.075499,3.6032217,3.5133374,20.610746,1604.2781,7.5027995,366,299672
42101016500,3,5,1,1,11,1,4,0,71.300003,15.951095,11.512297,3.5271358,26.442213,703.94739,23.529411,74,301591
42101016600,3,8,0,4,7,12,3,0,77.800003,15.837372,10.281014,3.5246491,20.642319,3970.2969,22.294022,482,300266
42101016701,4,1,0,0,7,0,4,0,71.699997,13.080417,4.3196544,3.5200615,39.753883,91.836739,26.567163,42,300491
42101016702,1,3,1,0,13,0,9,0,77.300003,14.82945,7.222587,3.5231137,30.967854,2379.5623,17.917677,170,299909
42101016800,3,9,0,2,13,0,13,0,69.900002,13.233902,5.1353875,3.4979637,39.041008,1178.5714,19.351669,187,298600
42101016901,9,4,0,0,22,2,8,2,74.900002,15.564726,5.8062813,3.4781651,18.345299,1484.8485,25.522041,152,298297
42101016902,1,6,0,0,13,1,7,2,73.699997,14.476669,6.4435296,3.469938,11.266573,981.65143,33.029045,195,300079
42101017000,5,4,0,1,8,6,5,0,59.299999,14.939032,15.721121,3.4027491,15.913576,3391.0891,16.987741,1371,287348
42101017100,1,4,1,0,6,0,11,0,55.5,14.565285,10.815308,3.481132,19.493347,1511.3636,19.854401,329,287196
42101017201,1,8,0,1,7,0,4,0,78.900002,16.423038,2.8176951,3.4767661,20.033503,2813.7256,19.749517,240,297319
42101017202,2,5,0,2,5,4,6,0,73.800003,13.542007,2.3061401,3.4697573,16.598682,910.71423,11.413749,126,296286
42101017300,11,5,1,2,15,8,8,0,78.900002,15.687834,8.3597579,3.496676,28.738226,3180.4734,14.802631,394,296672
42101017400,5,2,1,2,12,0,4,0,71.699997,16.68745,5.2256532,3.5281324,31.573814,2883.2119,7.7405853,395,297692
42101017500,10,10,0,1,14,3,29,1,76.800003,14.654469,3.4008576,3.4602959,32.805847,1464.0288,24.950624,361,295491
42101017601,7,12,1,1,9,9,23,0,82.199997,16.120468,3.8476337,3.3814669,23.623508,5361.6069,21.128107,969,298501
